MAIN_ROAD,CITY_DISTRICT,ADDRESS,BUILD_1ST_NUM,BUILD_2ND_NUM,COMPLEX_NAME,AREA,CONTRACT_YEAR_MONTH,CONTRACT_DAY,AMOUNT,FLOOR,CONSTRUCTION_YEAR,ROAD_NAME,TERMINATION_DATE,TRANSACTION_TYPE,BROKER_LOCATION,ROAD_NUM
도곡로21길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
도곡로23길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
도곡로28길,53,53,53,53,53,53,53,53,53,53,53,53,2,53,53,53
도곡로33길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
도곡로3길,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32
도곡로43길,86,86,86,86,86,86,86,86,86,86,86,86,0,86,86,86
도곡로4길,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16
도곡로57길,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
도곡로69길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
도곡로6길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
도곡로73길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도곡로78길,91,91,91,91,91,91,91,91,91,91,91,91,1,91,91,91
도곡로7길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
도곡로93길,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30
도구로,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
도구로9길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
도당로,376,376,376,376,376,376,376,376,376,376,376,376,9,376,376,376
도당로15길,52,52,52,52,52,52,52,52,52,52,52,52,0,52,52,52
도당로2길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
도당로6길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
도당로7길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도림로,822,822,822,822,822,822,822,822,822,822,822,822,9,822,822,822
도림로10길,46,46,46,46,46,46,46,46,46,46,46,46,1,46,46,46
도림로12길,52,52,52,52,52,52,52,52,52,52,52,52,1,52,52,52
도림로143길,81,81,81,81,81,81,81,81,81,81,81,81,2,81,81,81
도림로145길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
도림로14길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
도림로20길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
도림로22길,108,108,108,108,108,108,108,108,108,108,108,108,1,108,108,108
도림로3길,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50
도림로47길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
도림로54길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
도림로6길,68,68,68,68,68,68,68,68,68,68,68,68,1,68,68,68
도림로81길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
도림로8길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
도림천로,110,110,110,110,110,110,110,110,110,110,110,110,2,110,110,110
도림천로12길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
도림천로19길,116,116,116,116,116,116,116,116,116,116,116,116,4,116,116,116
도봉로,304,304,304,304,304,304,304,304,304,304,304,304,8,304,304,304
도봉로109길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
도봉로110길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
도봉로110나길,28,28,28,28,28,28,28,28,28,28,28,28,0,28,28,28
도봉로110다길,187,187,187,187,187,187,187,187,187,187,187,187,6,187,187,187
도봉로110라길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
도봉로114길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
도봉로117길,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17
도봉로121가길,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
도봉로127길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
도봉로129길,92,92,92,92,92,92,92,92,92,92,92,92,2,92,92,92
도봉로133길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
도봉로136가길,83,83,83,83,83,83,83,83,83,83,83,83,1,83,83,83
도봉로136길,456,456,456,456,456,456,456,456,456,456,456,456,6,456,456,456
도봉로136나길,64,64,64,64,64,64,64,64,64,64,64,64,2,64,64,64
도봉로137길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
도봉로139길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
도봉로146길,49,49,49,49,49,49,49,49,49,49,49,49,0,49,49,49
도봉로150가길,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48
도봉로150길,127,127,127,127,127,127,127,127,127,127,127,127,5,127,127,127
도봉로150다길,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30
도봉로150바길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
도봉로169길,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80
도봉로170길,95,95,95,95,95,95,95,95,95,95,95,95,0,95,95,95
도봉로171길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
도봉로180가길,28,28,28,28,28,28,28,28,28,28,28,28,1,28,28,28
도봉로180길,304,304,304,304,304,304,304,304,304,304,304,304,2,304,304,304
도봉로180나길,40,40,40,40,40,40,40,40,40,40,40,40,1,40,40,40
도봉로181길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
도봉로20가길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도봉로20길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
도봉로28길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
도봉로33길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
도봉로34길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
도봉로41길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
도봉로49길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
도봉로68길,38,38,38,38,38,38,38,38,38,38,38,38,1,38,38,38
도봉로71가길,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42
도봉로76가길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
도봉로76길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
도봉로81길,13,13,13,13,13,13,13,13,13,13,13,13,1,13,13,13
도봉로98길,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42
도봉산길,89,89,89,89,89,89,89,89,89,89,89,89,5,89,89,89
도산대로,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
도산대로100길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도산대로101길,36,36,36,36,36,36,36,36,36,36,36,36,1,36,36,36
도산대로23길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
도산대로24길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
도산대로25길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
도산대로30길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
도산대로35길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
도산대로46길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
도산대로50길,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31
도산대로54길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
도산대로59길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
도산대로61길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도산대로70길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
도산대로78길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
도산대로81길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
도산대로83길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
도산대로85길,40,40,40,40,40,40,40,40,40,40,40,40,0,40,40,40
도산대로87길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
도산대로89길,39,39,39,39,39,39,39,39,39,39,39,39,0,39,39,39
도산대로92길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
도산대로96길,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32
도산대로98길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
도산대로99길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
도신로,447,447,447,447,447,447,447,447,447,447,447,447,6,447,447,447
도신로15라길,31,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31
도신로29길,422,422,422,422,422,422,422,422,422,422,422,422,6,422,422,422
도신로48길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
도신로4길,158,158,158,158,158,158,158,158,158,158,158,158,0,158,158,158
도영로,195,195,195,195,195,195,195,195,195,195,195,195,1,195,195,195
도영로7길,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29
도화2안길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
도화4길,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42
도화길,120,120,120,120,120,120,120,120,120,120,120,120,1,120,120,120
독립문공원길,231,231,231,231,231,231,231,231,231,231,231,231,0,231,231,231
독립문로,164,164,164,164,164,164,164,164,164,164,164,164,0,164,164,164
독립문로14길,180,180,180,180,180,180,180,180,180,180,180,180,1,180,180,180
독립문로8길,239,239,239,239,239,239,239,239,239,239,239,239,0,239,239,239
독막로,406,406,406,406,406,406,406,406,406,406,406,406,0,406,406,406
독막로18길,46,46,46,46,46,46,46,46,46,46,46,46,1,46,46,46
독막로20나길,152,152,152,152,152,152,152,152,152,152,152,152,2,152,152,152
독막로28길,102,102,102,102,102,102,102,102,102,102,102,102,0,102,102,102
독막로42길,94,94,94,94,94,94,94,94,94,94,94,94,0,94,94,94
독산로,76,76,76,76,76,76,76,76,76,76,76,76,0,76,76,76
독산로10길,180,180,180,180,180,180,180,180,180,180,180,180,3,180,180,180
독산로22길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
독산로24길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
독산로24나길,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35
독산로24다길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
독산로35길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
독산로36길,67,67,67,67,67,67,67,67,67,67,67,67,0,67,67,67
독산로40길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
독산로50길,193,193,193,193,193,193,193,193,193,193,193,193,3,193,193,193
독산로50다길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
독산로58나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
독산로70길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
독산로78다길,28,28,28,28,28,28,28,28,28,28,28,28,0,28,28,28
독산로80가길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
독산로84길,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
독산로85길,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12
독산로88길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
독산로90길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
독산로92길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
독서당로,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,28,1837,1837,1837
독서당로34길,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20
독서당로39길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
독서당로40길,132,132,132,132,132,132,132,132,132,132,132,132,1,132,132,132
독서당로55길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
독서당로62길,152,152,152,152,152,152,152,152,152,152,152,152,2,152,152,152
독서당로6길,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16
돈화문로11가길,63,63,63,63,63,63,63,63,63,63,63,63,1,63,63,63
돌곶이로,75,75,75,75,75,75,75,75,75,75,75,75,1,75,75,75
돌곶이로40길,161,161,161,161,161,161,161,161,161,161,161,161,0,161,161,161
돌곶이로41가길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
돌곶이로8길,64,64,64,64,64,64,64,64,64,64,64,64,0,64,64,64
동광로,56,56,56,56,56,56,56,56,56,56,56,56,2,56,56,56
동광로11길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동광로18길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동광로19길,13,13,13,13,13,13,13,13,13,13,13,13,1,13,13,13
동광로1길,47,47,47,47,47,47,47,47,47,47,47,47,0,47,47,47
동광로22길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동광로24길,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15
동광로27길,37,37,37,37,37,37,37,37,37,37,37,37,4,37,37,37
동광로28길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
동광로30길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동광로32길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
동광로33길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
동광로39길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
동광로3길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
동광로41길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
동광로42길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동광로43길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동광로45길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동광로46길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
동광로49길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
동광로4길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동광로8길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동교로,54,54,54,54,54,54,54,54,54,54,54,54,1,54,54,54
동교로17길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동교로1길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
동교로27길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
동교로39길,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32
동교로3길,56,56,56,56,56,56,56,56,56,56,56,56,1,56,56,56
동교로41길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동남로,695,695,695,695,695,695,695,695,695,695,695,695,4,695,695,695
동남로11길,68,68,68,68,68,68,68,68,68,68,68,68,1,68,68,68
동남로13길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
동남로14길,21,21,21,21,21,21,21,21,21,21,21,21,2,21,21,21
동남로17길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동남로18길,58,58,58,58,58,58,58,58,58,58,58,58,0,58,58,58
동남로20길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
동남로23가길,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29
동남로23길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동남로24길,49,49,49,49,49,49,49,49,49,49,49,49,1,49,49,49
동남로30길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
동남로49길,188,188,188,188,188,188,188,188,188,188,188,188,2,188,188,188
동남로71길,129,129,129,129,129,129,129,129,129,129,129,129,0,129,129,129
동남로73길,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18
동남로79길,201,201,201,201,201,201,201,201,201,201,201,201,3,201,201,201
동남로9길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
동망산길,215,215,215,215,215,215,215,215,215,215,215,215,4,215,215,215
동산로12길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
동산로14길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동산로6길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
동소문로,211,211,211,211,211,211,211,211,211,211,211,211,4,211,211,211
동소문로13가길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동소문로13길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
동소문로13나길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동소문로15길,88,88,88,88,88,88,88,88,88,88,88,88,3,88,88,88
동소문로20나길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
동소문로26마길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동소문로27길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
동소문로31길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
동소문로34길,407,407,407,407,407,407,407,407,407,407,407,407,6,407,407,407
동소문로3길,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100
동소문로43길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동소문로44길,96,96,96,96,96,96,96,96,96,96,96,96,3,96,96,96
동소문로46길,57,57,57,57,57,57,57,57,57,57,57,57,1,57,57,57
동숭4라길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
동일로,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,26,1604,1604,1604
동일로100길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
동일로109가길,70,70,70,70,70,70,70,70,70,70,70,70,0,70,70,70
동일로126나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동일로129길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
동일로136길,34,34,34,34,34,34,34,34,34,34,34,34,2,34,34,34
동일로140길,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35
동일로144길,52,52,52,52,52,52,52,52,52,52,52,52,1,52,52,52
동일로146길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동일로149길,52,52,52,52,52,52,52,52,52,52,52,52,1,52,52,52
동일로151길,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
동일로154길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동일로157길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
동일로159길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
동일로169길,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29
동일로173가길,38,38,38,38,38,38,38,38,38,38,38,38,4,38,38,38
동일로174길,90,90,90,90,90,90,90,90,90,90,90,90,0,90,90,90
동일로175길,30,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30
동일로176길,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34
동일로177길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
동일로178길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
동일로179길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
동일로180길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동일로183길,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35
동일로186길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동일로18길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동일로190길,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34
동일로191가길,102,102,102,102,102,102,102,102,102,102,102,102,1,102,102,102
동일로191길,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18
동일로192가길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동일로192나길,38,38,38,38,38,38,38,38,38,38,38,38,1,38,38,38
동일로193가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동일로193길,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26
동일로195길,39,39,39,39,39,39,39,39,39,39,39,39,0,39,39,39
동일로197길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
동일로198가길,238,238,238,238,238,238,238,238,238,238,238,238,3,238,238,238
동일로198길,68,68,68,68,68,68,68,68,68,68,68,68,2,68,68,68
동일로207길,831,831,831,831,831,831,831,831,831,831,831,831,18,831,831,831
동일로208길,658,658,658,658,658,658,658,658,658,658,658,658,19,658,658,658
동일로213길,185,185,185,185,185,185,185,185,185,185,185,185,2,185,185,185
동일로214길,433,433,433,433,433,433,433,433,433,433,433,433,5,433,433,433
동일로215길,786,786,786,786,786,786,786,786,786,786,786,786,9,786,786,786
동일로216길,323,323,323,323,323,323,323,323,323,323,323,323,6,323,323,323
동일로221길,55,55,55,55,55,55,55,55,55,55,55,55,0,55,55,55
동일로227길,843,843,843,843,843,843,843,843,843,843,843,843,15,843,843,843
동일로228길,340,340,340,340,340,340,340,340,340,340,340,340,3,340,340,340
동일로22길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동일로230가길,73,73,73,73,73,73,73,73,73,73,73,73,0,73,73,73
동일로230길,89,89,89,89,89,89,89,89,89,89,89,89,1,89,89,89
동일로231길,123,123,123,123,123,123,123,123,123,123,123,123,3,123,123,123
동일로231나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동일로231다길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
동일로236길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동일로237길,71,71,71,71,71,71,71,71,71,71,71,71,0,71,71,71
동일로237나길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
동일로237마길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동일로237바길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
동일로238길,16,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16
동일로239길,51,51,51,51,51,51,51,51,51,51,51,51,1,51,51,51
동일로239나길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
동일로241길,169,169,169,169,169,169,169,169,169,169,169,169,2,169,169,169
동일로242길,106,106,106,106,106,106,106,106,106,106,106,106,0,106,106,106
동일로242나길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
동일로242라길,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35
동일로245가길,336,336,336,336,336,336,336,336,336,336,336,336,4,336,336,336
동일로245길,368,368,368,368,368,368,368,368,368,368,368,368,9,368,368,368
동일로246길,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55
동일로248길,59,59,59,59,59,59,59,59,59,59,59,59,0,59,59,59
동일로24길,47,47,47,47,47,47,47,47,47,47,47,47,1,47,47,47
동일로250길,86,86,86,86,86,86,86,86,86,86,86,86,3,86,86,86
동일로34길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동일로38길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
동일로40길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동일로43길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
동일로64길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
동일로72길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
동일로76가길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
동일로91길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
동일로92길,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
동일로95나길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
동일로96나길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동작대로,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31
동작대로11길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동작대로27다길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동작대로29길,951,951,951,951,951,951,951,951,951,951,951,951,17,951,951,951
동작대로33마길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
동작대로35사길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
동작대로35아길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
동작대로39가길,55,55,55,55,55,55,55,55,55,55,55,55,2,55,55,55
동작대로39길,135,135,135,135,135,135,135,135,135,135,135,135,0,135,135,135
동작대로43길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
동작대로45길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
동호로,321,321,321,321,321,321,321,321,321,321,321,321,4,321,321,321
동호로10길,325,325,325,325,325,325,325,325,325,325,325,325,6,325,325,325
동호로11마길,37,37,37,37,37,37,37,37,37,37,37,37,2,37,37,37
동호로11바길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
동호로11아길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
동호로11자길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
동호로15길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
동호로17길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
동호로20가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
동호로20길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동호로20나길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
동호로25길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
동호로33길,57,57,57,57,57,57,57,57,57,57,57,57,2,57,57,57
동호로5길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
동호로7길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
두산로,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
두산로11길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
두산로3길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
두산로5길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
두산로9가길,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
두산로9길,170,170,170,170,170,170,170,170,170,170,170,170,1,170,170,170
두텁바위로69길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
둘레11길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
둘레15길,41,41,41,41,41,41,41,41,41,41,41,41,1,41,41,41
둘레19길,41,41,41,41,41,41,41,41,41,41,41,41,0,41,41,41
둘레길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
등용로,162,162,162,162,162,162,162,162,162,162,162,162,6,162,162,162
등용로14길,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31
등촌로,387,387,387,387,387,387,387,387,387,387,387,387,4,387,387,387
등촌로13길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
등촌로13다길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
등촌로13마길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
등촌로13바길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
등촌로13아길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
등촌로13자길,70,70,70,70,70,70,70,70,70,70,70,70,0,70,70,70
등촌로39길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
등촌로51가길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
등촌로51길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
등촌로51라길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
등촌로53길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
디지털로,206,206,206,206,206,206,206,206,206,206,206,206,5,206,206,206
디지털로12길,145,145,145,145,145,145,145,145,145,145,145,145,5,145,145,145
디지털로27길,40,40,40,40,40,40,40,40,40,40,40,40,1,40,40,40
디지털로27다길,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
디지털로27라길,95,95,95,95,95,95,95,95,95,95,95,95,1,95,95,95
디지털로31길,562,562,562,562,562,562,562,562,562,562,562,562,5,562,562,562
