MAIN_ROAD,CITY_DISTRICT,ADDRESS,BUILD_1ST_NUM,BUILD_2ND_NUM,COMPLEX_NAME,AREA,CONTRACT_YEAR_MONTH,CONTRACT_DAY,AMOUNT,FLOOR,CONSTRUCTION_YEAR,ROAD_NAME,TERMINATION_DATE,TRANSACTION_TYPE,BROKER_LOCATION,ROAD_NUM
외대역동로1길,44,44,44,44,44,44,44,44,44,44,44,44,1,44,44,44
용답29길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
용답중앙27길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
용마산로,644,644,644,644,644,644,644,644,644,644,644,644,12,644,644,644
용마산로112가길,59,59,59,59,59,59,59,59,59,59,59,59,2,59,59,59
용마산로114길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
용마산로115가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
용마산로115길,63,63,63,63,63,63,63,63,63,63,63,63,1,63,63,63
용마산로116길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
용마산로117길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
용마산로125가길,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
용마산로125길,140,140,140,140,140,140,140,140,140,140,140,140,1,140,140,140
용마산로129가길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
용마산로129길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
용마산로129나길,71,71,71,71,71,71,71,71,71,71,71,71,0,71,71,71
용마산로1길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
용마산로2길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
용마산로40길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
용마산로51길,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
용마산로5길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
용마산로62길,37,37,37,37,37,37,37,37,37,37,37,37,2,37,37,37
용마산로84길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
용마산로86길,43,43,43,43,43,43,43,43,43,43,43,43,1,43,43,43
용마산로94길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
용마산로94다길,22,22,22,22,22,22,22,22,22,22,22,22,2,22,22,22
우사단로10길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
우이천로,464,464,464,464,464,464,464,464,464,464,464,464,3,464,464,464
우이천로16길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
우이천로20길,66,66,66,66,66,66,66,66,66,66,66,66,0,66,66,66
우이천로2나길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
우이천로30길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
우이천로32길,108,108,108,108,108,108,108,108,108,108,108,108,0,108,108,108
우이천로38가길,76,76,76,76,76,76,76,76,76,76,76,76,0,76,76,76
우이천로38길,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11
우이천로4라길,42,42,42,42,42,42,42,42,42,42,42,42,2,42,42,42
우이천로8길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
우장산로,157,157,157,157,157,157,157,157,157,157,157,157,6,157,157,157
우장산로15길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
우장산로2길,39,39,39,39,39,39,39,39,39,39,39,39,1,39,39,39
우장산로4길,23,23,23,23,23,23,23,23,23,23,23,23,0,23,23,23
우장산로6길,40,40,40,40,40,40,40,40,40,40,40,40,2,40,40,40
우장산로8길,29,29,29,29,29,29,29,29,29,29,29,29,0,29,29,29
우현로,539,539,539,539,539,539,539,539,539,539,539,539,10,539,539,539
원효로,288,288,288,288,288,288,288,288,288,288,288,288,5,288,288,288
원효로25길,24,24,24,24,24,24,24,24,24,24,24,24,2,24,24,24
원효로90길,92,92,92,92,92,92,92,92,92,92,92,92,0,92,92,92
월계로,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
월계로21가길,77,77,77,77,77,77,77,77,77,77,77,77,3,77,77,77
월계로21나길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
월계로21다길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
월계로36길,170,170,170,170,170,170,170,170,170,170,170,170,3,170,170,170
월계로37길,232,232,232,232,232,232,232,232,232,232,232,232,4,232,232,232
월계로38길,14,14,14,14,14,14,14,14,14,14,14,14,4,14,14,14
월계로42길,140,140,140,140,140,140,140,140,140,140,140,140,3,140,140,140
월계로45가길,277,277,277,277,277,277,277,277,277,277,277,277,2,277,277,277
월계로45길,155,155,155,155,155,155,155,155,155,155,155,155,3,155,155,155
월계로53길,44,44,44,44,44,44,44,44,44,44,44,44,0,44,44,44
월계로55길,216,216,216,216,216,216,216,216,216,216,216,216,3,216,216,216
월곡로14길,196,196,196,196,196,196,196,196,196,196,196,196,4,196,196,196
월곡로7길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
월드컵로,88,88,88,88,88,88,88,88,88,88,88,88,0,88,88,88
월드컵로10길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
월드컵로11길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
월드컵로13길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
월드컵로16길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
월드컵로17길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
월드컵로1길,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18
월드컵로20길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
월드컵로23길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
월드컵로25길,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66
월드컵로26길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
월드컵로29길,63,63,63,63,63,63,63,63,63,63,63,63,2,63,63,63
월드컵로30다길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
월드컵로31길,77,77,77,77,77,77,77,77,77,77,77,77,2,77,77,77
월드컵로3길,38,38,38,38,38,38,38,38,38,38,38,38,0,38,38,38
월드컵북로,748,748,748,748,748,748,748,748,748,748,748,748,12,748,748,748
월드컵북로12길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
월드컵북로12안길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
월드컵북로15안길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
월드컵북로30길,107,107,107,107,107,107,107,107,107,107,107,107,2,107,107,107
월드컵북로38가길,33,33,33,33,33,33,33,33,33,33,33,33,2,33,33,33
월드컵북로38길,70,70,70,70,70,70,70,70,70,70,70,70,0,70,70,70
월드컵북로42가길,52,52,52,52,52,52,52,52,52,52,52,52,0,52,52,52
월드컵북로43길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
월드컵북로47길,152,152,152,152,152,152,152,152,152,152,152,152,1,152,152,152
월드컵북로5길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
월드컵북로5나길,108,108,108,108,108,108,108,108,108,108,108,108,0,108,108,108
월드컵북로7길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
월드컵북로9길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
월정로,253,253,253,253,253,253,253,253,253,253,253,253,6,253,253,253
월정로11길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
월정로14길,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19
월정로16길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
월정로18길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
월정로20길,101,101,101,101,101,101,101,101,101,101,101,101,1,101,101,101
월정로24길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
월정로28길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
월정로31길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
월정로46길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
월정로7길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
월정로8길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
월정로9길,91,91,91,91,91,91,91,91,91,91,91,91,0,91,91,91
위례광장로,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,19,1014,1014,1014
위례성대로,130,130,130,130,130,130,130,130,130,130,130,130,1,130,130,130
위례성대로12길,51,51,51,51,51,51,51,51,51,51,51,51,2,51,51,51
위례성대로14길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
위례성대로16길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
위례성대로22나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
위례성대로2길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
위례성대로6길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
위례성대로8길,36,36,36,36,36,36,36,36,36,36,36,36,0,36,36,36
유엔빌리지3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
유엔빌리지길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
율곡로19길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
율곡로20길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
율곡로2길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
은천로,751,751,751,751,751,751,751,751,751,751,751,751,10,751,751,751
은천로10길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
은천로15길,63,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63
은천로25가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
은천로33길,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100
은천로34길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
은천로39길,71,71,71,71,71,71,71,71,71,71,71,71,1,71,71,71
은천로5길,43,43,43,43,43,43,43,43,43,43,43,43,0,43,43,43
은평로,224,224,224,224,224,224,224,224,224,224,224,224,5,224,224,224
은평로12길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
은평로14길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
은평로20길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
은평로21가길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
은평로21길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
은평로4길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
은평로8길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
은평터널로,533,533,533,533,533,533,533,533,533,533,533,533,5,533,533,533
은평터널로13길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
은평터널로2길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
은평터널로7길,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30
은행정로,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
은행정로11길,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
은행정로11나길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
은행정로13길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
은행정로15길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
은행정로17길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
은행정로19길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
은행정로20길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
은행정로4길,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17
은행정로6길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
은행정로7길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
을지로,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
응암로,579,579,579,579,579,579,579,579,579,579,579,579,4,579,579,579
응암로13길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
응암로14길,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5
응암로16길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
응암로18길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
응암로20길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
응암로21가길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
응암로25길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
응암로29길,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20
응암로30길,72,72,72,72,72,72,72,72,72,72,72,72,4,72,72,72
의사당대로,130,130,130,130,130,130,130,130,130,130,130,130,2,130,130,130
이문로,207,207,207,207,207,207,207,207,207,207,207,207,7,207,207,207
이문로12길,97,97,97,97,97,97,97,97,97,97,97,97,5,97,97,97
이문로1길,111,111,111,111,111,111,111,111,111,111,111,111,3,111,111,111
이문로35아길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
이문로3길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
이촌로,925,925,925,925,925,925,925,925,925,925,925,925,25,925,925,925
이촌로14길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
이촌로18길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
이촌로29길,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19
이촌로2가길,127,127,127,127,127,127,127,127,127,127,127,127,4,127,127,127
이촌로34길,86,86,86,86,86,86,86,86,86,86,86,86,1,86,86,86
이촌로46길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
이촌로54길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
이촌로58길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
이촌로62길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
이촌로64길,109,109,109,109,109,109,109,109,109,109,109,109,3,109,109,109
이촌로65가길,144,144,144,144,144,144,144,144,144,144,144,144,4,144,144,144
이촌로65길,67,67,67,67,67,67,67,67,67,67,67,67,3,67,67,67
이촌로69길,36,36,36,36,36,36,36,36,36,36,36,36,0,36,36,36
이촌로71길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
이촌로75길,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15
이촌로84길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
이촌로87길,256,256,256,256,256,256,256,256,256,256,256,256,5,256,256,256
이촌로88길,98,98,98,98,98,98,98,98,98,98,98,98,0,98,98,98
이촌로89길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
이태원로,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
이태원로20길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
이태원로27나길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
이태원로27다길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
이화여대1길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
이화여대1안길,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
이화여대8길,208,208,208,208,208,208,208,208,208,208,208,208,0,208,208,208
이화여대길,155,155,155,155,155,155,155,155,155,155,155,155,0,155,155,155
인수봉로,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
인수봉로61길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
인수봉로72길,111,111,111,111,111,111,111,111,111,111,111,111,0,111,111,111
인수봉로77길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
인촌로17가길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
인촌로2길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
인헌12길,148,148,148,148,148,148,148,148,148,148,148,148,3,148,148,148
인헌16길,22,22,22,22,22,22,22,22,22,22,22,22,2,22,22,22
인헌16다길,23,23,23,23,23,23,23,23,23,23,23,23,2,23,23,23
인헌1길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
인헌3길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
인헌길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
일원로,91,91,91,91,91,91,91,91,91,91,91,91,2,91,91,91
일원로14길,133,133,133,133,133,133,133,133,133,133,133,133,2,133,133,133
임정로,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
임정로25길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
자곡로,483,483,483,483,483,483,483,483,483,483,483,483,13,483,483,483
자곡로3길,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19
자동차시장1길,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17
자양강변길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
자양로,87,87,87,87,87,87,87,87,87,87,87,87,1,87,87,87
자양로13가길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
자양로21길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
자양로22길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
자양로26길,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30
자양로28길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
자양로32길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
자양로3가길,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26
자양로3길,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31
자양로44가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
자양로44길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
자양로46길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
자양로48길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
자양로4나길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
자양로53길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
자양로5길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
자양번영로,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15
자양번영로1길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
자양번영로3길,75,75,75,75,75,75,75,75,75,75,75,75,2,75,75,75
자양번영로6길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
자양번영로8길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
자하문로,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
자하문로33길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
잠실로,826,826,826,826,826,826,826,826,826,826,826,826,10,826,826,826
잠원로,560,560,560,560,560,560,560,560,560,560,560,560,19,560,560,560
잠원로12길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
잠원로14길,195,195,195,195,195,195,195,195,195,195,195,195,3,195,195,195
잠원로3길,94,94,94,94,94,94,94,94,94,94,94,94,2,94,94,94
잠원로4길,24,24,24,24,24,24,24,24,24,24,24,24,3,24,24,24
잠원로8길,132,132,132,132,132,132,132,132,132,132,132,132,5,132,132,132
장군봉1길,23,23,23,23,23,23,23,23,23,23,23,23,0,23,23,23
장군봉5길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
장군봉8길,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
장문로,126,126,126,126,126,126,126,126,126,126,126,126,3,126,126,126
장문로9가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
장문로9길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
장승배기로,77,77,77,77,77,77,77,77,77,77,77,77,1,77,77,77
장승배기로10길,38,38,38,38,38,38,38,38,38,38,38,38,1,38,38,38
장승배기로11가길,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66
장승배기로13길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
장승배기로16길,47,47,47,47,47,47,47,47,47,47,47,47,0,47,47,47
장승배기로17길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
장승배기로18길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
장승배기로4길,229,229,229,229,229,229,229,229,229,229,229,229,5,229,229,229
장안벚꽃로,716,716,716,716,716,716,716,716,716,716,716,716,13,716,716,716
장안벚꽃로1길,191,191,191,191,191,191,191,191,191,191,191,191,2,191,191,191
장안벚꽃로5길,135,135,135,135,135,135,135,135,135,135,135,135,2,135,135,135
장월로,28,28,28,28,28,28,28,28,28,28,28,28,5,28,28,28
장월로1길,326,326,326,326,326,326,326,326,326,326,326,326,8,326,326,326
장월로9길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
장위로,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
장한로,184,184,184,184,184,184,184,184,184,184,184,184,5,184,184,184
장한로10길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
장한로12길,65,65,65,65,65,65,65,65,65,65,65,65,0,65,65,65
장한로14길,116,116,116,116,116,116,116,116,116,116,116,116,4,116,116,116
장한로17길,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
장한로18길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
장한로20길,104,104,104,104,104,104,104,104,104,104,104,104,1,104,104,104
장한로21길,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60
장한로22길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
장한로23길,47,47,47,47,47,47,47,47,47,47,47,47,1,47,47,47
장한로26가길,208,208,208,208,208,208,208,208,208,208,208,208,2,208,208,208
장한로26길,28,28,28,28,28,28,28,28,28,28,28,28,0,28,28,28
장한로26나길,36,36,36,36,36,36,36,36,36,36,36,36,3,36,36,36
장한로26다길,82,82,82,82,82,82,82,82,82,82,82,82,2,82,82,82
장한로27가길,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32
장한로28가길,70,70,70,70,70,70,70,70,70,70,70,70,0,70,70,70
장한로28길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
장한로32길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
장한로33길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
장한로36길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
장한로5길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
장한로6길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
장한로8길,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19
장한로9길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
전농로,173,173,173,173,173,173,173,173,173,173,173,173,5,173,173,173
전농로10길,232,232,232,232,232,232,232,232,232,232,232,232,2,232,232,232
전농로16길,124,124,124,124,124,124,124,124,124,124,124,124,4,124,124,124
전농로37길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
전농로3길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
정동길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
정릉로,758,758,758,758,758,758,758,758,758,758,758,758,14,758,758,758
정릉로21길,64,64,64,64,64,64,64,64,64,64,64,64,1,64,64,64
정릉로26길,182,182,182,182,182,182,182,182,182,182,182,182,5,182,182,182
정릉로44길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
정릉로46길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
정릉로48길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
정릉로52길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
정릉천동로,396,396,396,396,396,396,396,396,396,396,396,396,4,396,396,396
제기로,140,140,140,140,140,140,140,140,140,140,140,140,2,140,140,140
제기로15길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
제기로2길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
조원로,110,110,110,110,110,110,110,110,110,110,110,110,0,110,110,110
조원로11길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
조원로12길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
조원로13길,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35
조원로14길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
조원로16길,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,45
조원로2길,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34
조원중앙로1길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
종로,111,111,111,111,111,111,111,111,111,111,111,111,0,111,111,111
종로31길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
종로58가길,46,46,46,46,46,46,46,46,46,46,46,46,1,46,46,46
종로65길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
종로66길,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50
종암로,156,156,156,156,156,156,156,156,156,156,156,156,8,156,156,156
종암로13길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
종암로19다길,44,44,44,44,44,44,44,44,44,44,44,44,2,44,44,44
종암로21길,114,114,114,114,114,114,114,114,114,114,114,114,1,114,114,114
종암로23길,225,225,225,225,225,225,225,225,225,225,225,225,7,225,225,225
종암로24가길,456,456,456,456,456,456,456,456,456,456,456,456,5,456,456,456
종암로24길,62,62,62,62,62,62,62,62,62,62,62,62,1,62,62,62
종암로25길,283,283,283,283,283,283,283,283,283,283,283,283,5,283,283,283
종암로36길,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32
종암로3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
종암로5길,36,36,36,36,36,36,36,36,36,36,36,36,1,36,36,36
종암로9길,138,138,138,138,138,138,138,138,138,138,138,138,0,138,138,138
주흥11길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
주흥13길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
주흥17길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
주흥3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
주흥7길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
주흥길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
중계로,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,23,1078,1078,1078
중계로12길,131,131,131,131,131,131,131,131,131,131,131,131,1,131,131,131
중계로14가길,36,36,36,36,36,36,36,36,36,36,36,36,0,36,36,36
중계로14나길,135,135,135,135,135,135,135,135,135,135,135,135,1,135,135,135
중계로14라길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
중계로16나길,64,64,64,64,64,64,64,64,64,64,64,64,2,64,64,64
중계로8길,418,418,418,418,418,418,418,418,418,418,418,418,9,418,418,418
중대로,742,742,742,742,742,742,742,742,742,742,742,742,7,742,742,742
중대로12길,54,54,54,54,54,54,54,54,54,54,54,54,1,54,54,54
중대로23길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
중대로29길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
중대로34길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
중대로35길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
중랑역로,69,69,69,69,69,69,69,69,69,69,69,69,1,69,69,69
중랑역로49길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
중랑역로4길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
중랑천로,564,564,564,564,564,564,564,564,564,564,564,564,10,564,564,564
중랑천로10길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
중랑천로12길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
중랑천로14길,69,69,69,69,69,69,69,69,69,69,69,69,0,69,69,69
중랑천로2길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
